,0
elapsed_time,3.9498255514809593
accuracy,0.8885754583921015
f1,0.9410007468259896
jaccard,0.8885754583921015
remaining_useful_life_min,0.32371794871794873
remaining_useful_life_mean,0.6088355231706203
remaining_useful_life_median,0.5889367916000279
remaining_useful_life_max,0.995049504950495
remaining_useful_life_std,0.11252541131439367
