,0
elapsed_time,0.8312979379407616
accuracy,0.9125528913963329
f1,0.9542772861356932
jaccard,0.9125528913963329
remaining_useful_life_min,0.13245033112582782
remaining_useful_life_mean,0.5851162128569789
remaining_useful_life_median,0.5563636363636364
remaining_useful_life_max,0.9950980392156863
remaining_useful_life_std,0.1359810152680684
