,0
elapsed_time,0.9893207291960505
accuracy,0.8787023977433004
f1,0.9354354354354354
jaccard,0.8787023977433004
remaining_useful_life_min,0.3333333333333333
remaining_useful_life_mean,0.657473915457696
remaining_useful_life_median,0.625
remaining_useful_life_max,0.9932885906040269
remaining_useful_life_std,0.13576960443650074
