,0
elapsed_time,0.6307873356840631
accuracy,0.27221438645980256
f1,0.42793791574279383
jaccard,0.27221438645980256
remaining_useful_life_min,0.6510903426791277
remaining_useful_life_mean,0.8144288578406248
remaining_useful_life_median,0.8165137614678899
remaining_useful_life_max,0.9935064935064936
remaining_useful_life_std,0.08041857110311199
